"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.method","Input.config","Input.source_type","Input.source","Input.target","Input.s_orig","Input.p_orig","Input.o_orig","Input.s","Input.p","Input.o","Input.s_name","Input.p_name","Input.o_name","Input.ver_num","Input.ver_code","Input.s_orig_name","Input.p_orig_name","Input.o_orig_name","Answer.code","Answer.comment","Answer.mistakeSource.artificial","Answer.mistakeSource.correct","Answer.mistakeSource.human","Answer.stars","Approve","Reject"
"3S1L4CQSFX5U7YL4MC6H0I1FVVEAFY","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:02 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:02 PST 2021","","","3ZOTGHDK5IBVZRIKSHG0XWZF9LGOSZ","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:19:08 PST 2021","Wed Jan 13 07:20:03 PST 2021","Mon Jan 18 07:20:03 PST 2021","","","","55","0% (0/0)","0% (0/0)","0% (0/0)","random","{'amount': {'num': 5}}","node","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Alvin_and_the_Chipmunks:_Chipwrecked","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Alvin_and_the_Chipmunks:_Chipwrecked","Save Me (2007 film)","director","Alvin and the Chipmunks: Chipwrecked","2-3-4","ari","Save Me (2007 film)","director","Robert Cary (director)","ari","False director","true","false","false","1.5"
"3X52SWXE0X5KBZ4XWFC8A1D3Q1PCW0","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:02 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:02 PST 2021","","","34Z02EIMISDBBA3GFWJFH0ZJD1F0TB","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:43:14 PST 2021","Wed Jan 13 07:43:39 PST 2021","Mon Jan 18 07:43:39 PST 2021","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","random","{'amount': {'num': 5}}","node","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/resource/Umberto_Lenzi","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","http://dbpedia.org/resource/Umberto_Lenzi","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","Umberto Lenzi","director","Fred Schepisi","2-4-3","mee","Andorra (film)","director","Fred Schepisi","mee","Is possible","false","false","true","4.5"
"3RWSQDNYL9MP3P2CXSS9EJC6SBRFFG","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:02 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:02 PST 2021","","","3I2PTA7R3TU0WKIS2LZ2VF357SLQKS","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:50:25 PST 2021","Wed Jan 13 07:50:57 PST 2021","Mon Jan 18 07:50:57 PST 2021","","","","32","0% (0/0)","0% (0/0)","0% (0/0)","random","{'amount': {'num': 5}}","node","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/Manivannan","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/starring","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/starring","http://dbpedia.org/resource/Manivannan","RoachTrip","starring","Manivannan","4-3-3","can","RoachTrip","starring","Eric %22Roach%22 Denis","can","No name","true","false","false","1"
"3HYV4299H0WOIWSTU32XM9AKT6Z8EA","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:03 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:03 PST 2021","","","3I0BTBYZAXL7SW2AP26EPHRYS3WY0X","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:12:26 PST 2021","Wed Jan 13 07:13:22 PST 2021","Mon Jan 18 07:13:22 PST 2021","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","random","{'amount': {'num': 5}}","node","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/resource/The_British_Invasion_(Dexter)","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/ontology/writer","http://dbpedia.org/resource/Sophie_Laloy","http://dbpedia.org/resource/The_British_Invasion_(Dexter)","http://dbpedia.org/ontology/writer","http://dbpedia.org/resource/Sophie_Laloy","The British Invasion (Dexter)","writer","Sophie Laloy","3-2-1","erS","Je te mangerais","writer","Sophie Laloy","erS","False first entry","false","false","true","3.5"
"33NKDW9FFXIZ0Z9N6K8UCKRAZ3VCXT","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:03 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:03 PST 2021","","","3KJYX6QCM9BXQ88R6ZT00N209V0VJS","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:22:30 PST 2021","Wed Jan 13 07:23:06 PST 2021","Mon Jan 18 07:23:06 PST 2021","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","random","{'amount': {'num': 5}}","node","http://dbpedia.org/resource/Hughes_brothers","http://dbpedia.org/resource/Enrique_Urbizu","http://dbpedia.org/resource/The_Book_of_Eli","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Hughes_brothers","http://dbpedia.org/resource/The_Book_of_Eli","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Enrique_Urbizu","The Book of Eli","director","Enrique Urbizu","1-1-3","Tdr","The Book of Eli","director","Hughes brothers","Tdr","False director","true","false","false","2"
"3L55D8AUFAXO04ZXBGUWVYYJ19PCYZ","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:03 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:03 PST 2021","","","30JNVC0OR9K9UUHKW0W5INNDFBHQHO","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:48:03 PST 2021","Wed Jan 13 07:48:26 PST 2021","Mon Jan 18 07:48:26 PST 2021","","","","23","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 1}}","node","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Robert_Duvall","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Duvall","Save Me (2007 film)","director","Robert Duvall","3-2-2","vio","Save Me (2007 film)","director","Robert Cary (director)","vio","Same first name","false","false","true","4"
"33Q5P9PUSPMO5U9272WF957L73TCZQ","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:03 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:03 PST 2021","","","3300DTYQT2HXAKQI6ZOZXKQ0NVPQE8","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:38:50 PST 2021","Wed Jan 13 07:39:18 PST 2021","Mon Jan 18 07:39:18 PST 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 1}}","node","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/resource/Manuel_Martín_Cuenca","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","http://dbpedia.org/resource/Manuel_Martín_Cuenca","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","Manuel Martín Cuenca","director","Fred Schepisi","4-1-4","udd","Andorra (film)","director","Fred Schepisi","uMn","Is possible","false","false","true","4.5"
"3DA79LNS59V46I4K8HWWUE2AGUU3T3","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:03 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:03 PST 2021","","","3J88R45B2GYLG8GK1RZ2L4LXY5EPXP","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:15:16 PST 2021","Wed Jan 13 07:15:59 PST 2021","Mon Jan 18 07:15:59 PST 2021","","","","43","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 1}}","node","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/Denis_Sanders","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/starring","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/starring","http://dbpedia.org/resource/Denis_Sanders","RoachTrip","starring","Denis Sanders","4-3-3","can","RoachTrip","starring","Eric %22Roach%22 Denis","can","Could be possible","false","false","true","4.5"
"3ZUE82NE0A1GOASPPEM34RVK57E8FS","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:03 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:03 PST 2021","","","37Z929RLG98BCJNSOY2ZR6528TXSTP","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:41:15 PST 2021","Wed Jan 13 07:41:51 PST 2021","Mon Jan 18 07:41:51 PST 2021","","","","36","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 1}}","node","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/resource/Je_me_souviens_(2009_film)","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/ontology/writer","http://dbpedia.org/resource/Sophie_Laloy","http://dbpedia.org/resource/Je_me_souviens_(2009_film)","http://dbpedia.org/ontology/writer","http://dbpedia.org/resource/Sophie_Laloy","Je me souviens (2009 film)","writer","Sophie Laloy","4-2-4","mrh","Je te mangerais","writer","Sophie Laloy","mrh","Is possible","false","false","true","4.5"
"3J5XXLQDHMBJJA89DCWBVWQVDFA3VJ","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:05 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:05 PST 2021","","","3N8OEVH1FRQG1ZQRL0ZRDRPECWDOO2","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:14:31 PST 2021","Wed Jan 13 07:15:16 PST 2021","Mon Jan 18 07:15:16 PST 2021","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 1}}","node","http://dbpedia.org/resource/Hughes_brothers","http://dbpedia.org/resource/Three_Brothers_(1944_film)","http://dbpedia.org/resource/The_Book_of_Eli","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Hughes_brothers","http://dbpedia.org/resource/The_Book_of_Eli","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Three_Brothers_(1944_film)","The Book of Eli","director","Three Brothers (1944 film)","1-1-1","TdT","The Book of Eli","director","Hughes brothers","TdT","Movie can't be director","true","false","false","1"
"33BFF6QPI1BWYZ8E3M17HY99KOC3WT","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:05 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:05 PST 2021","","","3ATPCQ38J8A3T90SH437EN3B1P8YAO","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:44:44 PST 2021","Wed Jan 13 07:45:11 PST 2021","Mon Jan 18 07:45:11 PST 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 2}}","node","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Robert_Harmon","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Harmon","Save Me (2007 film)","director","Robert Harmon","1-1-1","SdR","Save Me (2007 film)","director","Robert Cary (director)","SdR","Same first name","false","false","true","4"
"3OKP4QVBP2X0LYHZXWCZI31RWAEAGX","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:05 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:05 PST 2021","","","3HMIGG0U4L6PAL7DK6JTIWXGB18Y8K","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:40:46 PST 2021","Wed Jan 13 07:41:15 PST 2021","Mon Jan 18 07:41:15 PST 2021","","","","29","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 2}}","node","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/resource/Universidad_Nacional_de_Colombia","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","http://dbpedia.org/resource/Universidad_Nacional_de_Colombia","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","Universidad Nacional de Colombia","director","Fred Schepisi","3-1-2","idr","Andorra (film)","director","Fred Schepisi","idr","Is possible","false","false","true","4.5"
"39TX062QX1OBNZD4DRXTJHNGTQI3XM","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:05 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:05 PST 2021","","","3LS2AMNW5FQJMB370DRV2WKERXVQOC","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:52:51 PST 2021","Wed Jan 13 07:53:18 PST 2021","Mon Jan 18 07:53:18 PST 2021","","","","27","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 2}}","node","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/Eric_Stuart","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Eric_Stuart","RoachTrip","director","Eric Stuart","2-3-2","orr","RoachTrip","director","Eric %22Roach%22 Denis","orr","Same first name","false","false","true","4"
"3N5YJ55YXG36VQYLK0PU8NAOXM0AN5","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:28 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:28 PST 2021","","","3ITXP059PWJHYGRNC4OVP0ITAR6SJK","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:15:59 PST 2021","Wed Jan 13 07:17:30 PST 2021","Mon Jan 18 07:17:30 PST 2021","","","","91","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 2}}","node","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/resource/Sa_Re_Ga_Ma_Pa_Marathi_L'il_Champs","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/ontology/writer","http://dbpedia.org/resource/Sophie_Laloy","http://dbpedia.org/resource/Sa_Re_Ga_Ma_Pa_Marathi_L'il_Champs","http://dbpedia.org/ontology/writer","http://dbpedia.org/resource/Sophie_Laloy","Sa Re Ga Ma Pa Marathi L'il Champs","writer","Sophie Laloy","2-3-1","aiS","Je te mangerais","writer","Sophie Laloy","aiS","Is possible","false","false","true","4"
"38O9DZ0A62N9J2XP84AY0U54Q8J62K","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:05 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:05 PST 2021","","","3X0H8UUIT1O340RMJ37AEQC1CNFSWF","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:48:27 PST 2021","Wed Jan 13 07:49:08 PST 2021","Mon Jan 18 07:49:08 PST 2021","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 2}}","node","http://dbpedia.org/resource/Hughes_brothers","http://dbpedia.org/resource/Three_Brothers_(1981_film)","http://dbpedia.org/resource/The_Book_of_Eli","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Hughes_brothers","http://dbpedia.org/resource/The_Book_of_Eli","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Three_Brothers_(1981_film)","The Book of Eli","director","Three Brothers (1981 film)","3-2-2","eih","The Book of Eli","director","Hughes brothers","eih","Movie cant be director","true","false","false","1"
"3FI30CQHVKJ37FXLRX391N88KEW6BM","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:28 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:28 PST 2021","","","34Q075JO1XDA2QR7DDZ5BUGOLIO103","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:53:46 PST 2021","Wed Jan 13 07:54:14 PST 2021","Mon Jan 18 07:54:14 PST 2021","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 3}}","node","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Robert_Guédiguian","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Cary_(director)","http://dbpedia.org/resource/Save_Me_(2007_film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Robert_Guédiguian","Save Me (2007 film)","director","Robert Guédiguian","1-1-3","Sdb","Save Me (2007 film)","director","Robert Cary (director)","Sdb","Same first name","false","false","true","4"
"37OPIVELUU3ELUCAH2UH33DSBARAHW","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:06 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:06 PST 2021","","","33TIN5LC04APOQQNPYP7ISSRV7QY99","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:43:39 PST 2021","Wed Jan 13 07:44:12 PST 2021","Mon Jan 18 07:44:12 PST 2021","","","","33","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 3}}","node","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/resource/Casper_Andreas","http://dbpedia.org/resource/Andorra_(film)","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","http://dbpedia.org/resource/Casper_Andreas","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Fred_Schepisi","Casper Andreas","director","Fred Schepisi","4-3-2","prr","Andorra (film)","director","Fred Schepisi","prr","Is possible","false","false","true","4.5"
"3XUSYT70IT11819Q34EYNCMHAWMD0Z","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:08 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:08 PST 2021","","","3907X2AHF05KFSDND2E9VER1LWDP2E","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:46:23 PST 2021","Wed Jan 13 07:46:57 PST 2021","Mon Jan 18 07:46:57 PST 2021","","","","34","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 3}}","node","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/Eric_Daniel_Metzgar","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Eric_%22Roach%22_Denis","http://dbpedia.org/resource/RoachTrip","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Eric_Daniel_Metzgar","RoachTrip","director","Eric Daniel Metzgar","1-1-3","Rdi","RoachTrip","director","Eric %22Roach%22 Denis","Rdi","Same first name","false","false","true","4"
"3H5TOKO3D9JJMGCCCITMT922AMF64G","3KBQBQZF89BQO3IGU773XS79F4HPAN","Movie data quality rating","You see statements about movies and their industry context and have to rate how correct they are","movies, films, actors, correctness, rate, easy, survey, quick, brief","$0.00","Tue Jan 12 10:25:08 PST 2021","3","BatchId:305480;OriginalHitTemplateId:921587278;","5400","432000","Tue Jan 19 10:25:08 PST 2021","","","31EUONYN2V3BRJZOMCL58JJM8PAOV4","A1LGQEL2Z68DBP","Submitted","Wed Jan 13 07:20:46 PST 2021","Wed Jan 13 07:22:30 PST 2021","Mon Jan 18 07:22:30 PST 2021","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","dist","{'amount': {'num': 5}, 'param': {'dist': 3}}","node","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/resource/Sacch_Ka_Saamna","http://dbpedia.org/resource/Je_te_mangerais","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Sophie_Laloy","http://dbpedia.org/resource/Sacch_Ka_Saamna","http://dbpedia.org/ontology/director","http://dbpedia.org/resource/Sophie_Laloy","Sacch Ka Saamna","director","Sophie Laloy","3-1-1","cdS","Je te mangerais","director","Sophie Laloy","cdS","Is possible","false","false","true","4.5"
